Timestamp,Time,Latitude,Longitude,Altitude,Horizontal_Accuracy,Vertical_Accuracy
1764073794174280760,2025-11-25 17:59:54.173,23.535317500,87.299376667,84.60,0.009,0.050
1764073795152475148,2025-11-25 17:59:55.151,23.535318333,87.299386333,84.60,0.009,0.050
1764073796173403907,2025-11-25 17:59:56.172,23.535319667,87.299396167,84.60,0.009,0.050
1764073797154139925,2025-11-25 17:59:57.152,23.535321500,87.299406000,84.60,0.009,0.050
1764073798174348942,2025-11-25 17:59:58.173,23.535323500,87.299415833,84.50,0.009,0.050
1764073799154192905,2025-11-25 17:59:59.153,23.535325667,87.299426000,84.50,0.009,0.050
1764073800174230960,2025-11-25 18:00:00.173,23.535327833,87.299436000,84.50,0.009,0.050
1764073801153768126,2025-11-25 18:00:01.152,23.535329333,87.299446167,84.60,0.009,0.050
1764073802152949718,2025-11-25 18:00:02.151,23.535330833,87.299456333,84.60,0.009,0.050
1764073803173298051,2025-11-25 18:00:03.172,23.535332000,87.299466333,84.60,0.009,0.050
1764073804173476291,2025-11-25 18:00:04.172,23.535333000,87.299476500,84.60,0.009,0.050
1764073805154190272,2025-11-25 18:00:05.152,23.535333833,87.299486667,84.70,0.009,0.050
1764073806174828215,2025-11-25 18:00:06.173,23.535334833,87.299496833,84.70,0.009,0.050
1764073807154210733,2025-11-25 18:00:07.153,23.535335667,87.299507167,84.70,0.009,0.050
1764073808175195862,2025-11-25 18:00:08.173,23.535336667,87.299517333,84.70,0.009,0.050
1764073809154170566,2025-11-25 18:00:09.152,23.535338000,87.299527500,84.70,0.009,0.050
1764073810174380028,2025-11-25 18:00:10.173,23.535339333,87.299537833,84.70,0.009,0.050
1764073811153316824,2025-11-25 18:00:11.152,23.535340667,87.299548000,84.70,0.009,0.050
1764073812174704842,2025-11-25 18:00:12.173,23.535342000,87.299558333,84.70,0.009,0.050
1764073813174966100,2025-11-25 18:00:13.173,23.535343333,87.299568500,84.80,0.009,0.050
1764073814174086581,2025-11-25 18:00:14.172,23.535344500,87.299578833,84.80,0.009,0.050
1764073815174371395,2025-11-25 18:00:15.173,23.535345667,87.299589000,84.80,0.009,0.050
1764073816174641710,2025-11-25 18:00:16.173,23.535346667,87.299599333,84.80,0.009,0.050
1764073817174041635,2025-11-25 18:00:17.173,23.535347833,87.299609500,84.80,0.009,0.050
1764073818172912653,2025-11-25 18:00:18.171,23.535348833,87.299619500,84.80,0.009,0.050
1764073819154175560,2025-11-25 18:00:19.152,23.535349833,87.299629833,84.70,0.009,0.050
1764073820176014948,2025-11-25 18:00:20.174,23.535350833,87.299640167,84.70,0.009,0.050
1764073821154318299,2025-11-25 18:00:21.152,23.535351667,87.299650500,84.70,0.009,0.050
1764073822175060706,2025-11-25 18:00:22.173,23.535352667,87.299661000,84.70,0.009,0.050
1764073823176488502,2025-11-25 18:00:23.175,23.535353667,87.299671333,84.70,0.009,0.050
1764073824174955020,2025-11-25 18:00:24.173,23.535354667,87.299681667,84.70,0.009,0.050
1764073825175010260,2025-11-25 18:00:25.173,23.535355667,87.299692333,84.70,0.009,0.050
1764073826175344778,2025-11-25 18:00:26.172,23.535356667,87.299702833,84.70,0.009,0.050
1764073827155370796,2025-11-25 18:00:27.154,23.535357667,87.299713333,84.70,0.009,0.050
1764073828172627739,2025-11-25 18:00:28.171,23.535358500,87.299723833,84.70,0.009,0.050
1764073829153596405,2025-11-25 18:00:29.152,23.535359500,87.299734500,84.70,0.009,0.050
1764073830174524164,2025-11-25 18:00:30.173,23.535360167,87.299745167,84.70,0.009,0.050
1764073831175028441,2025-11-25 18:00:31.173,23.535361000,87.299756000,84.70,0.009,0.050
1764073832174146737,2025-11-25 18:00:32.172,23.535361667,87.299766500,84.70,0.009,0.050
