Timestamp,Time,Roll,Pitch,Yaw,Velocity_Increment_X,Velocity_Increment_Y,Velocity_Increment_Z,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z,Pressure
1764074532085481098,2025-11-25 18:12:12.083,0.687879,0.782767,4.749438,0.013133,0.010862,0.978384,0.114371,0.182984,9.793523,0.002244,-0.005680,-0.005408,0.818878,0.472331,-1.209895,100330.0000
1764074532185686098,2025-11-25 18:12:12.183,0.684874,0.794963,4.779649,0.013413,0.010797,0.978104,0.157858,0.011990,9.773529,-0.004971,-0.000062,-0.003308,0.820314,0.474675,-1.212360,100339.0000
1764074532286591931,2025-11-25 18:12:12.283,0.677527,0.805245,4.809985,0.014131,0.010968,0.978349,0.112368,0.199356,9.783878,0.001003,0.003425,-0.001753,0.819361,0.475637,-1.211879,100335.0000
1764074532386251227,2025-11-25 18:12:12.383,0.663615,0.808834,4.841060,0.014954,0.010177,0.978601,0.168097,0.018094,9.809589,-0.002282,0.002675,-0.006551,0.819356,0.472323,-1.210384,100332.0000
1764074532486097875,2025-11-25 18:12:12.483,0.654190,0.801803,4.874490,0.014933,0.009459,0.978768,0.128275,0.175507,9.772841,0.000731,0.000753,-0.003684,0.817430,0.475140,-1.212325,100335.0000
1764074532586361301,2025-11-25 18:12:12.583,0.652952,0.787760,4.905445,0.014628,0.008906,0.979121,0.162120,0.007885,9.799314,-0.002509,0.004665,-0.008695,0.819848,0.473769,-1.209931,100334.0000
1764074532687583801,2025-11-25 18:12:12.683,0.661668,0.776706,4.935943,0.013843,0.008732,0.979290,0.104539,0.137766,9.775413,0.002488,-0.000903,0.000786,0.820331,0.473303,-1.209450,100330.0000
1764074532786364338,2025-11-25 18:12:12.783,0.675532,0.773641,4.964314,0.012871,0.009933,0.979246,0.155412,0.106227,9.822851,0.001897,-0.000036,-0.007014,0.818392,0.473732,-1.211354,100340.0000
1764074532886395282,2025-11-25 18:12:12.883,0.694249,0.780277,4.990755,0.012852,0.010776,0.978940,0.133261,0.101578,9.769547,0.001431,0.000127,-0.001269,0.818870,0.473724,-1.211843,100334.0000
1764074532986790301,2025-11-25 18:12:12.983,0.700529,0.790443,5.020609,0.013739,0.011579,0.978464,0.136773,0.175224,9.790355,0.004264,-0.003854,-0.003932,0.816486,0.476600,-1.210888,100331.0000
1764074533085695634,2025-11-25 18:12:13.082,0.697155,0.795428,5.045708,0.014323,0.011105,0.977838,0.143318,0.051629,9.767690,-0.005724,0.003481,-0.001614,0.818893,0.479913,-1.212901,100333.0000
1764074533187209115,2025-11-25 18:12:13.183,0.681121,0.798264,5.078548,0.014136,0.010551,0.977679,0.122461,0.182516,9.768684,0.000026,-0.002738,-0.002764,0.817909,0.474665,-1.212325,100332.0000
1764074533287205541,2025-11-25 18:12:13.283,0.672760,0.796180,5.109935,0.014424,0.009379,0.978308,0.156547,0.008728,9.786248,-0.001308,-0.000707,-0.004315,0.815042,0.475648,-1.210371,100333.0000
1764074533386378393,2025-11-25 18:12:13.383,0.670142,0.793477,5.138062,0.014172,0.008971,0.979268,0.116318,0.176353,9.782773,-0.003167,-0.004800,0.001558,0.817930,0.476606,-1.210910,100332.0000
1764074533486588597,2025-11-25 18:12:13.483,0.672585,0.788586,5.165913,0.013969,0.009100,0.979594,0.170854,0.018605,9.816575,0.004651,-0.001753,-0.002113,0.817438,0.476106,-1.211858,100333.0000
1764074533586255837,2025-11-25 18:12:13.583,0.683782,0.783399,5.192969,0.013663,0.009579,0.979104,0.116266,0.189589,9.771947,0.001133,0.000616,-0.001351,0.818878,0.476102,-1.212361,100332.0000
1764074533689333467,2025-11-25 18:12:13.683,0.695087,0.781040,5.220858,0.013790,0.010674,0.978596,0.170265,0.069491,9.808325,0.004948,-0.001017,-0.004425,0.816975,0.478035,-1.210917,100333.0000
